Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Gabriel Magalhães,6.0,br BRA,CB,24-062,90,0,0,0,0,0,0,1,0,63,3,0,2,0.0,0.0,0.0,0,0,50,57,87.7,0,36,0,0,0,Arsenal
Ben White,4.0,eng ENG,CB,24-134,90,0,0,0,0,2,1,0,0,55,0,1,1,0.1,0.1,0.3,1,0,40,48,83.3,2,37,0,0,0,Arsenal
Cédric Soares,17.0,pt POR,RB,30-172,90,0,0,0,0,1,0,0,0,97,0,2,1,0.0,0.0,0.1,4,0,70,92,76.1,14,54,1,0,0,Arsenal
Aaron Ramsdale,32.0,eng ENG,GK,23-281,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,25,38,65.8,0,31,0,0,0,Arsenal
13 Players,,,,,990,2,2,0,0,24,7,1,0,727,14,8,7,1.8,1.8,1.0,36,3,515,636,81.0,59,433,25,12,7,Arsenal
Yoane Wissa,11.0,cd COD,FW,25-169,90,0,0,0,0,2,1,0,0,30,2,0,2,0.1,0.1,0.0,0,0,13,19,68.4,4,18,1,2,1,Brentford
Bryan Mbeumo,19.0,cm CMR,FW,22-196,90,0,0,0,0,1,0,0,0,32,0,1,1,0.1,0.1,0.0,1,0,12,22,54.5,0,19,3,0,0,Brentford
Mathias Jensen,8.0,dk DEN,CM,26-049,43,0,0,0,0,0,0,0,0,14,0,1,1,0.0,0.0,0.0,1,0,4,9,44.4,0,6,0,0,0,Brentford
Vitaly Janelt,27.0,de GER,CM,23-285,47,0,0,0,0,1,0,0,0,21,0,0,0,0.1,0.1,0.0,2,1,13,17,76.5,2,16,0,1,1,Brentford
Christian Nørgaard,6.0,dk DEN,CM,27-346,90,1,0,0,0,2,1,0,0,46,3,2,2,0.5,0.5,0.0,1,0,28,32,87.5,3,27,1,1,0,Brentford
Josh Dasilva,10.0,eng ENG,CM,23-119,67,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.1,2,0,11,14,78.6,3,16,1,2,1,Brentford
Shandon Baptiste,26.0,gd GRN,CM,23-317,23,0,0,0,0,0,0,0,0,15,0,1,0,0.0,0.0,0.0,1,0,11,13,84.6,2,10,0,1,1,Brentford
Rico Henry,3.0,jm JAM,WB,24-226,90,0,0,0,0,0,0,0,0,31,2,0,1,0.0,0.0,0.0,0,0,14,18,77.8,0,20,1,0,0,Brentford
Sergi Canós,7.0,es ESP,WB,25-017,83,0,0,0,0,0,0,0,0,38,4,0,1,0.0,0.0,0.0,0,0,15,27,55.6,1,18,0,3,1,Brentford
Saman Ghoddos,14.0,ir IRN,WB,28-166,7,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,0,4,0.0,0,3,0,0,0,Brentford
Ethan Pinnock,5.0,jm JAM,CB,28-266,90,0,0,0,0,0,0,0,0,61,0,3,2,0.0,0.0,0.0,0,0,32,42,76.2,0,28,0,0,0,Brentford
Pontus Jansson,18.0,se SWE,CB,31-006,90,0,0,0,0,0,0,1,0,40,0,1,4,0.0,0.0,0.0,0,0,21,25,84.0,0,16,0,0,0,Brentford
Kristoffer Ajer,20.0,no NOR,CB,23-308,90,0,1,0,0,0,0,0,0,61,2,3,1,0.0,0.0,0.5,0,0,30,41,73.2,3,30,0,1,1,Brentford
David Raya,1.0,es ESP,GK,26-157,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,30,43,69.8,0,29,0,0,0,Brentford
14 Players,,,,,990,1,1,0,0,6,2,1,0,466,14,12,16,0.7,0.7,0.6,9,1,234,326,71.8,18,256,7,11,6,Brentford
