Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Diogo Jota,18.0,pt POR,FW,22-084,65,0,0,0,0,1,0,0,0,46,1,0,0,0.0,0.0,0.3,5,0,27,31,87.1,5,30,2,6,2,Wolverhampton Wanderers
Ivan Cavaleiro,7.0,pt POR,FW,25-131,25,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,1,0,16,19,84.2,3,15,3,3,2,Wolverhampton Wanderers
Raúl Jiménez,9.0,mx MEX,FW,27-297,77,0,0,0,0,1,0,0,0,43,0,0,0,0.1,0.1,0.0,0,0,25,34,73.5,3,28,0,4,2,Wolverhampton Wanderers
Hélder Costa,10.0,ao ANG,FW,25-045,13,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,4,0,2,0,Wolverhampton Wanderers
João Moutinho,28.0,pt POR,CM,32-171,65,0,0,0,0,0,0,0,0,50,2,1,1,0.0,0.0,0.3,4,0,36,47,76.6,2,19,1,0,0,Wolverhampton Wanderers
Morgan Gibbs-White,17.0,eng ENG,AM,19-030,25,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,1,8,0,1,1,Wolverhampton Wanderers
Rúben Neves,8.0,pt POR,CM,21-350,90,0,0,0,0,2,0,0,0,63,2,4,1,0.0,0.0,0.0,1,0,40,54,74.1,3,27,0,1,0,Wolverhampton Wanderers
Leander Dendoncker,32.0,be BEL,CM,23-317,90,0,0,0,0,0,0,0,0,59,4,1,1,0.0,0.0,0.0,0,0,40,48,83.3,6,34,0,2,2,Wolverhampton Wanderers
Jonny Castro,19.0,es ESP,WB,24-360,90,0,0,0,0,0,0,0,0,97,4,2,1,0.0,0.0,0.0,3,0,66,81,81.5,5,38,5,7,3,Wolverhampton Wanderers
Matt Doherty,2.0,ie IRL,WB,27-041,90,0,0,0,0,2,0,1,0,61,4,2,0,0.3,0.3,0.0,0,0,31,45,68.9,0,18,0,1,0,Wolverhampton Wanderers
Willy Boly,15.0,ci CIV,CB,28-023,90,0,0,0,0,1,0,0,0,65,2,2,2,0.1,0.1,0.0,0,0,38,50,76.0,4,35,1,0,0,Wolverhampton Wanderers
Conor Coady,16.0,eng ENG,CB,26-001,90,0,0,0,0,0,0,0,0,40,1,0,0,0.0,0.0,0.0,0,0,28,33,84.8,2,16,0,0,0,Wolverhampton Wanderers
Ryan Bennett,5.0,eng ENG,CB,28-357,90,0,0,0,0,0,0,1,0,39,0,1,1,0.0,0.0,0.0,0,0,20,31,64.5,1,15,1,0,0,Wolverhampton Wanderers
Rui Patrício,11.0,pt POR,GK,31-011,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,14,24,58.3,0,6,0,0,0,Wolverhampton Wanderers
14 Players,,,,,990,0,0,0,0,7,0,2,0,630,20,13,8,0.6,0.6,0.6,14,0,391,510,76.7,35,293,13,27,12,Wolverhampton Wanderers
