Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Wilfried Bony,2.0,ci CIV,FW,28-364,90,1,0,0,0,3,2,0,0,38,1,0,0,0.2,0.2,0.0,2,0,19,29,65.5,1,20,2,2,2,Swansea City
Wayne Routledge,15.0,eng ENG,LW,32-336,55,0,0,0,0,0,0,0,0,24,0,1,1,0.0,0.0,0.2,1,0,10,17,58.8,1,12,0,0,0,Swansea City
Jordan Ayew,18.0,gh GHA,LW,26-089,35,0,0,0,0,5,1,0,0,28,2,0,0,0.2,0.2,0.0,3,0,17,19,89.5,1,16,3,3,3,Swansea City
Nathan Dyer,12.0,eng ENG,RW,30-010,64,0,0,0,0,1,0,0,0,48,4,1,0,0.0,0.0,0.0,1,0,27,40,67.5,2,30,5,2,1,Swansea City
Luciano Narsingh,11.0,nl NED,RW,27-087,26,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.4,2,0,8,12,66.7,0,6,2,1,1,Swansea City
Tom Carroll,14.0,eng ENG,LM,25-195,75,0,0,0,0,1,0,1,0,70,0,0,0,0.1,0.1,0.1,5,0,54,66,81.8,13,41,4,1,1,Swansea City
Tammy Abraham,10.0,eng ENG,LM,20-068,15,0,0,0,0,3,0,0,0,6,0,0,0,0.7,0.7,0.0,4,1,0,1,0.0,0,6,2,2,2,Swansea City
Roque Mesa,51.0,es ESP,CM,28-185,90,0,0,0,0,1,0,1,0,72,4,0,0,0.0,0.0,0.0,6,0,60,65,92.3,6,40,2,0,0,Swansea City
Ki Sung-yueng,4.0,kr KOR,RM,28-319,90,0,0,0,0,0,0,0,0,47,2,3,0,0.0,0.0,0.5,7,0,34,41,82.9,2,24,0,0,0,Swansea City
Martin Olsson,16.0,se SWE,LB,29-206,90,0,0,0,0,1,0,0,0,57,2,1,0,0.0,0.0,0.0,2,0,31,45,68.9,4,25,2,1,1,Swansea City
Alfie Mawson,6.0,eng ENG,CB,23-324,90,0,0,0,0,2,0,0,0,50,2,0,1,0.2,0.2,0.0,1,0,31,43,72.1,2,19,0,2,2,Swansea City
Mike van der Hoorn,5.0,nl NED,CB,25-055,90,0,0,0,0,0,0,0,0,54,0,3,2,0.0,0.0,0.0,0,0,31,40,77.5,1,19,0,0,0,Swansea City
Kyle Naughton,26.0,eng ENG,RB,29-022,90,0,0,0,0,1,0,0,0,82,3,0,0,0.0,0.0,0.0,1,0,55,76,72.4,7,31,2,0,0,Swansea City
Łukasz Fabiański,1.0,pl POL,GK,32-235,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,18,28,64.3,0,14,0,0,0,Swansea City
14 Players,,,,,990,1,0,0,0,18,3,2,0,617,20,9,4,1.6,1.6,1.2,35,1,395,522,75.7,40,303,24,14,13,Swansea City
