Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Fraser Forster,44.0,eng ENG,GK,29-148,90,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,8,15,53.3,0,7,0,0,0,Southampton
14 Players,,,,,990,0,0,0,0,29,2,2,0,672,12,12,8,2.0,2.0,1.7,54,0,468,580,80.7,66,445,24,8,6,Southampton
Tammy Abraham,10.0,eng ENG,"FW,RW",19-314,80,0,0,0,0,3,0,0,0,16,1,0,1,0.2,0.2,0.0,2,0,6,7,85.7,0,6,1,1,1,Swansea City
Kyle Bartley,27.0,eng ENG,RW,26-082,10,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,0,Swansea City
Jordan Ayew,18.0,gh GHA,"FW,LW",25-335,90,0,0,0,0,0,0,0,0,35,1,0,2,0.0,0.0,0.0,0,0,16,23,69.6,0,18,2,1,0,Swansea City
Wayne Routledge,15.0,eng ENG,"AM,FW",32-217,85,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.1,1,0,13,19,68.4,2,11,0,1,1,Swansea City
Oliver McBurnie,62.0,sct SCO,FW,21-069,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,0,0,0,0,Swansea City
Tom Carroll,14.0,eng ENG,LM,25-076,90,0,0,0,0,0,0,0,0,47,2,2,2,0.0,0.0,0.0,1,0,33,40,82.5,6,12,0,0,0,Swansea City
Leon Britton,7.0,eng ENG,CM,34-330,73,0,0,0,0,0,0,0,0,30,0,0,3,0.0,0.0,0.0,0,0,24,25,96.0,2,5,0,0,0,Swansea City
Jay Fulton,56.0,sct SCO,CM,23-133,17,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,0,0,0,Swansea City
Leroy Fer,8.0,nl NED,RM,27-219,90,0,0,0,0,1,0,0,0,50,5,0,0,0.0,0.0,0.1,1,0,35,40,87.5,4,19,0,3,2,Swansea City
Martin Olsson,16.0,se SWE,LB,29-087,90,0,0,0,0,0,0,0,0,53,0,0,3,0.0,0.0,0.0,0,0,26,43,60.5,3,24,2,0,0,Swansea City
Alfie Mawson,6.0,eng ENG,CB,23-205,90,0,0,0,0,0,0,0,0,50,0,0,1,0.0,0.0,0.0,0,0,35,41,85.4,0,11,0,0,0,Swansea City
Federico Fernández,33.0,ar ARG,CB,28-172,90,0,0,0,0,0,0,0,0,67,1,1,4,0.0,0.0,0.0,0,0,41,50,82.0,3,27,0,0,0,Swansea City
Kyle Naughton,26.0,eng ENG,RB,28-268,90,0,0,0,0,0,0,0,0,63,1,5,7,0.0,0.0,0.0,1,0,35,47,74.5,4,9,0,0,0,Swansea City
Łukasz Fabiański,1.0,pl POL,GK,32-116,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,29,44,65.9,0,7,0,0,0,Swansea City
14 Players,,,,,990,0,0,0,0,4,0,1,0,497,11,8,25,0.3,0.3,0.2,6,0,301,392,76.8,24,152,5,6,4,Swansea City
