Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Wilfried Zaha,11.0,ci CIV,FW,26-183,86,0,2,0,0,3,2,1,0,55,0,2,0,0.4,0.4,0.6,7,3,32,39,82.1,6,32,9,6,3,Crystal Palace
Bakary Sako,26.0,ml MLI,"LW,FW",31-016,4,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,1,0,Crystal Palace
Michy Batshuayi,23.0,be BEL,FW,25-222,88,2,0,0,0,2,2,0,0,26,0,0,1,1.5,1.5,0.0,1,0,8,18,44.4,0,11,0,0,0,Crystal Palace
Connor Wickham,21.0,eng ENG,FW,26-042,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Crystal Palace
Max Meyer,7.0,de GER,"LM,CM",23-236,90,0,0,0,0,3,0,0,0,63,4,1,1,0.1,0.1,0.2,5,0,43,49,87.8,5,24,5,0,0,Crystal Palace
Luka Milivojević,4.0,rs SRB,CM,28-035,90,0,0,0,0,2,0,1,0,65,2,2,0,0.1,0.1,0.1,6,1,47,55,85.5,7,24,3,0,0,Crystal Palace
James McArthur,18.0,sct SCO,CM,31-217,90,0,0,0,0,2,1,1,0,87,3,3,2,0.2,0.2,0.3,3,0,56,68,82.4,7,32,1,1,1,Crystal Palace
Andros Townsend,10.0,eng ENG,"RM,RW",27-300,89,1,0,0,0,3,2,0,0,61,1,3,2,0.2,0.2,0.1,5,1,32,47,68.1,9,35,7,0,0,Crystal Palace
Luke Dreher,28.0,eng ENG,RW,20-166,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,Crystal Palace
Patrick van Aanholt,3.0,nl NED,LB,28-256,90,1,0,0,0,1,1,0,0,54,2,1,1,0.4,0.4,0.0,2,1,39,45,86.7,4,24,3,0,0,Crystal Palace
Joel Ward,2.0,eng ENG,CB,29-195,90,0,0,0,0,0,0,0,0,38,2,1,0,0.0,0.0,0.0,0,0,25,29,86.2,2,13,0,0,0,Crystal Palace
Martin Kelly,34.0,eng ENG,CB,29-015,90,0,0,0,0,0,0,0,0,38,0,0,1,0.0,0.0,0.0,0,0,27,28,96.4,1,10,0,0,0,Crystal Palace
Aaron Wan-Bissaka,29.0,cd COD,RB,21-167,90,0,1,0,0,1,0,0,0,57,1,0,0,0.1,0.1,0.8,1,1,40,49,81.6,5,19,1,2,0,Crystal Palace
Vicente Guaita,31.0,es ESP,GK,32-122,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,1,0,10,36,27.8,0,10,0,0,0,Crystal Palace
14 Players,,,,,990,4,3,0,0,17,8,3,0,593,16,13,8,2.9,2.9,2.1,31,7,362,467,77.5,46,238,29,10,4,Crystal Palace
