Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Ollie Watkins,11.0,eng ENG,FW,24-266,90,0,0,0,0,3,0,0,0,28,0,0,0,0.1,0.1,0.1,3,0,13,19,68.4,2,14,2,1,0,Aston Villa
Jack Grealish,10.0,eng ENG,"LW,LM",25-011,90,0,0,0,0,3,0,0,0,71,0,0,1,0.2,0.2,0.1,7,0,55,64,85.9,11,60,11,3,2,Aston Villa
Trézéguet,17.0,eg EGY,"RW,RM",25-356,90,0,0,0,0,2,0,0,0,43,2,2,1,0.3,0.3,0.1,4,0,23,30,76.7,0,31,5,0,0,Aston Villa
John McGinn,7.0,sct SCO,"LM,CM",25-339,90,0,0,0,0,2,0,1,0,53,0,1,0,0.1,0.1,0.1,6,0,35,45,77.8,10,38,2,1,0,Aston Villa
Douglas Luiz,6.0,br BRA,CM,22-135,90,0,0,0,0,3,1,0,0,97,0,0,0,0.1,0.1,0.0,3,0,85,93,91.4,13,83,7,1,1,Aston Villa
Conor Hourihane,14.0,ie IRL,RM,29-232,61,0,0,0,0,1,0,0,0,69,0,0,1,0.1,0.1,0.3,4,0,52,66,78.8,14,48,1,0,0,Aston Villa
Keinan Davis,39.0,eng ENG,FW,22-221,29,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,2,0,11,14,78.6,2,14,1,0,0,Aston Villa
Matt Targett,18.0,eng ENG,LB,25-003,90,0,0,0,0,0,0,1,0,79,1,0,0,0.0,0.0,0.0,4,1,58,73,79.5,7,51,3,0,0,Aston Villa
Tyrone Mings,5.0,eng ENG,CB,27-192,90,0,1,0,0,1,0,0,0,80,0,0,1,0.0,0.0,0.1,1,1,62,73,84.9,4,41,0,1,1,Aston Villa
Ezri Konsa,4.0,eng ENG,CB,22-334,90,1,0,0,0,1,1,0,0,48,1,2,0,0.1,0.1,0.0,0,0,33,38,86.8,1,24,0,0,0,Aston Villa
Matty Cash,2.0,pl POL,RB,23-045,90,0,0,0,0,2,0,1,0,84,1,2,1,0.0,0.0,0.1,2,0,58,72,80.6,6,56,5,0,0,Aston Villa
Emiliano Martínez,26.0,ar ARG,GK,28-019,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,32,36,88.9,0,25,0,0,0,Aston Villa
12 Players,,,,,990,1,1,0,0,18,2,3,0,707,5,7,5,1.0,1.0,1.0,36,2,517,623,83.0,70,485,37,7,4,Aston Villa
