Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Fábio Silva,17.0,pt POR,"FW,LW",18-301,81,0,0,0,0,7,1,0,0,26,0,0,0,0.5,0.5,0.0,2,0,13,16,81.3,0,10,4,1,1,Wolverhampton Wanderers
Theo Corbeanu,60.0,ca CAN,LW,18-364,9,0,0,0,0,0,0,0,0,8,2,1,0,0.0,0.0,0.0,1,0,3,3,100.0,0,5,0,0,0,Wolverhampton Wanderers
Morgan Gibbs-White,18.0,eng ENG,LW,21-109,72,0,0,0,0,0,0,0,0,37,2,0,0,0.0,0.0,0.2,5,0,27,30,90.0,5,26,3,3,2,Wolverhampton Wanderers
Rúben Neves,8.0,pt POR,CM,24-064,18,0,0,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,10,12,83.3,1,8,0,0,0,Wolverhampton Wanderers
Adama Traoré,37.0,es ESP,RW,25-111,90,0,0,0,0,1,0,0,0,35,2,1,2,0.1,0.1,0.2,7,0,18,24,75.0,2,16,6,3,3,Wolverhampton Wanderers
Vitinha,20.0,pt POR,AM,21-092,62,0,0,0,0,2,1,0,0,27,2,1,1,0.1,0.1,0.1,1,0,15,18,83.3,0,17,2,0,0,Wolverhampton Wanderers
Willian José,12.0,br BRA,"FW,AM",29-174,28,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,6,7,85.7,2,4,1,0,0,Wolverhampton Wanderers
Leander Dendoncker,32.0,be BEL,"DM,LM",26-031,90,0,0,0,0,0,0,0,0,45,1,2,2,0.0,0.0,0.0,1,0,31,36,86.1,2,20,0,1,1,Wolverhampton Wanderers
João Moutinho,28.0,pt POR,"DM,RM",34-250,90,0,0,0,0,1,0,0,0,67,4,3,1,0.1,0.1,0.1,4,0,46,53,86.8,2,31,1,0,0,Wolverhampton Wanderers
Nélson Semedo,22.0,pt POR,LB,27-181,90,0,0,0,0,0,0,0,0,44,3,0,0,0.0,0.0,0.0,4,0,33,37,89.2,2,22,1,1,0,Wolverhampton Wanderers
Romain Saïss,27.0,ma MAR,CB,31-051,90,0,0,0,0,3,1,0,0,61,0,2,3,0.2,0.2,0.0,1,0,37,49,75.5,2,25,0,0,0,Wolverhampton Wanderers
Conor Coady,16.0,eng ENG,CB,28-080,90,0,0,0,0,0,0,0,0,55,1,0,4,0.0,0.0,0.0,0,0,28,37,75.7,2,19,0,0,0,Wolverhampton Wanderers
Ki-Jana Hoever,2.0,nl NED,RB,19-118,90,0,0,0,0,0,0,0,0,57,3,3,0,0.0,0.0,0.1,2,0,30,46,65.2,0,26,2,4,3,Wolverhampton Wanderers
Rui Patrício,11.0,pt POR,GK,33-090,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,17,22,77.3,0,10,0,0,0,Wolverhampton Wanderers
14 Players,,,,,990,0,0,0,0,15,3,0,0,509,20,13,13,0.9,0.9,0.9,30,0,314,390,80.5,20,239,20,13,10,Wolverhampton Wanderers
