Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Eden Hazard,10.0,be BEL,FW,27-335,89,0,2,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.3,3,2,15,22,68.2,2,27,2,1,1,Chelsea
Olivier Giroud,18.0,fr FRA,FW,32-069,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,Chelsea
Willian,22.0,br BRA,LW,30-121,74,0,0,0,0,2,2,0,0,28,1,0,0,0.1,0.1,0.0,2,0,13,20,65.0,1,15,4,1,1,Chelsea
Ruben Loftus-Cheek,12.0,eng ENG,LW,22-319,16,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,1,0,4,5,80.0,0,4,1,4,1,Chelsea
Pedro,11.0,es ESP,RW,31-133,90,0,0,0,0,2,1,1,0,44,3,4,1,0.1,0.1,0.1,3,0,27,34,79.4,4,30,0,1,1,Chelsea
Mateo Kovačić,17.0,hr CRO,LM,24-216,64,0,0,0,0,0,0,0,0,23,4,0,0,0.0,0.0,0.0,1,0,15,17,88.2,0,13,1,2,2,Chelsea
Ross Barkley,8.0,eng ENG,LM,25-003,26,0,0,0,0,2,0,0,0,22,0,0,0,0.1,0.1,0.0,2,1,14,16,87.5,3,15,0,1,1,Chelsea
Jorginho,5.0,it ITA,CM,26-353,90,0,0,0,0,0,0,1,0,43,0,2,1,0.0,0.0,0.0,0,0,32,37,86.5,1,22,0,0,0,Chelsea
N'Golo Kanté,7.0,fr FRA,RM,27-254,90,1,0,0,0,1,1,0,0,52,1,1,2,0.1,0.1,0.1,2,0,27,37,73.0,3,27,4,2,1,Chelsea
Marcos Alonso,3.0,es ESP,LB,27-345,90,0,0,0,0,0,0,0,0,56,4,4,0,0.0,0.0,0.0,1,1,36,42,85.7,1,21,2,1,1,Chelsea
David Luiz,30.0,br BRA,CB,31-230,90,1,0,0,0,1,1,0,0,64,2,1,2,0.2,0.2,0.0,0,0,42,49,85.7,1,34,0,0,0,Chelsea
Antonio Rüdiger,2.0,de GER,CB,25-280,90,0,0,0,0,0,0,0,0,69,0,1,0,0.0,0.0,0.0,0,0,53,60,88.3,1,39,0,0,0,Chelsea
César Azpilicueta,28.0,es ESP,RB,29-102,90,0,0,0,0,0,0,0,0,90,13,5,4,0.0,0.0,0.0,1,0,59,68,86.8,2,27,2,1,1,Chelsea
Kepa Arrizabalaga,1.0,es ESP,GK,24-066,90,0,0,0,0,0,0,0,0,38,0,0,1,0.0,0.0,0.0,0,0,25,35,71.4,0,21,0,0,0,Chelsea
14 Players,,,,,990,2,2,0,0,8,5,2,0,568,28,19,12,0.6,0.6,0.5,16,4,363,443,81.9,19,295,16,14,10,Chelsea
