Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Joshua King,17.0,no NOR,"FW,LM,AM",26-118,90,1,0,0,0,4,1,0,0,29,0,0,1,0.3,0.3,0.4,4,0,13,17,76.5,2,23,1,5,1,Bournemouth
Lys Mousset,31.0,fr FRA,AM,22-094,58,0,0,0,0,2,1,0,0,37,2,1,0,0.1,0.1,0.0,2,0,10,23,43.5,1,29,0,2,0,Bournemouth
Callum Wilson,13.0,eng ENG,FW,26-075,32,1,0,0,0,2,1,0,0,8,0,0,0,0.4,0.4,0.0,0,0,3,5,60.0,0,6,0,0,0,Bournemouth
Jordon Ibe,33.0,eng ENG,"AM,RM",22-156,90,0,0,0,0,2,0,0,0,39,0,0,0,0.1,0.1,0.3,5,0,24,33,72.7,1,22,2,1,0,Bournemouth
Andrew Surman,6.0,eng ENG,CM,31-266,90,0,0,0,0,1,0,0,0,68,0,0,2,0.0,0.0,0.0,1,0,48,59,81.4,6,25,1,0,0,Bournemouth
Emerson Hyndman,22.0,us USA,CM,22-034,58,0,0,0,0,0,0,0,0,30,0,1,2,0.0,0.0,0.0,2,0,21,24,87.5,0,13,0,0,0,Bournemouth
Dan Gosling,4.0,eng ENG,CM,28-101,32,0,0,0,0,0,0,0,0,22,1,0,1,0.0,0.0,0.0,0,0,13,15,86.7,1,9,0,0,0,Bournemouth
Charlie Daniels,11.0,eng ENG,"WB,LB",31-248,90,0,1,0,0,1,1,0,0,78,2,0,1,0.1,0.1,0.1,4,1,60,72,83.3,6,31,3,0,0,Bournemouth
Ryan Fraser,24.0,sct SCO,"WB,RB",24-078,90,0,0,0,0,0,0,0,0,44,1,1,0,0.0,0.0,0.0,5,0,28,38,73.7,5,18,2,0,0,Bournemouth
Tyrone Mings,26.0,eng ENG,CB,25-061,65,0,0,0,0,1,0,0,0,56,0,4,0,0.0,0.0,0.1,1,0,40,47,85.1,5,30,1,1,1,Bournemouth
Jermain Defoe,18.0,eng ENG,"FW,CB",35-218,25,0,1,0,0,1,1,0,0,6,1,0,0,0.4,0.4,0.3,2,2,2,4,50.0,1,3,0,1,0,Bournemouth
Nathan Aké,5.0,nl NED,CB,23-084,90,0,0,0,0,1,0,0,0,47,1,0,0,0.1,0.1,0.0,0,0,27,36,75.0,1,18,0,0,0,Bournemouth
Steve Cook,3.0,eng ENG,CB,27-024,90,0,0,0,0,1,0,0,0,65,2,1,0,0.0,0.0,0.0,1,0,30,50,60.0,4,17,0,0,0,Bournemouth
Asmir Begović,27.0,ba BIH,GK,30-327,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,19,30,63.3,0,10,0,0,0,Bournemouth
14 Players,,,,,990,2,2,0,0,16,5,0,0,558,10,8,7,1.4,1.4,1.2,27,3,338,453,74.6,33,254,10,10,2,Bournemouth
