Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Eddie Nketiah,30.0,eng ENG,FW,22-328,90,0,0,0,0,1,1,0,0,29,0,0,0,0.4,0.4,0.1,3,0,19,22,86.4,4,20,2,2,0,Arsenal
Emile Smith Rowe,10.0,eng ENG,LW,21-269,63,0,0,0,0,0,0,0,0,27,1,1,1,0.0,0.0,0.0,2,0,18,20,90.0,2,15,2,1,0,Arsenal
Gabriel Martinelli,35.0,br BRA,"AM,LW",20-309,27,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,5,1,0,0,Arsenal
Bukayo Saka,7.0,eng ENG,RW,20-230,73,1,0,1,1,4,1,0,0,39,2,0,1,1.0,0.2,0.0,4,2,23,29,79.3,2,26,2,0,0,Arsenal
Rob Holding,16.0,eng ENG,CB,26-215,17,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,Arsenal
Martin Ødegaard,8.0,no NOR,AM,23-127,90,0,0,0,0,2,1,0,0,59,0,1,0,0.1,0.1,0.4,6,2,48,52,92.3,11,39,1,3,1,Arsenal
Granit Xhaka,34.0,ch SUI,"DM,CM",29-208,90,1,0,0,0,1,1,1,0,78,0,2,0,0.0,0.0,0.1,3,0,68,73,93.2,10,55,0,0,0,Arsenal
Mohamed Elneny,25.0,eg EGY,"DM,CM",29-286,90,0,1,0,0,1,1,1,0,80,2,2,0,0.0,0.0,0.0,4,1,63,71,88.7,4,48,0,0,0,Arsenal
Nuno Tavares,20.0,pt POR,"LB,WB",22-087,90,1,0,0,0,3,1,1,0,47,1,0,1,1.0,1.0,0.1,2,0,26,34,76.5,2,28,1,1,1,Arsenal
Gabriel Magalhães,6.0,br BRA,CB,24-125,90,0,0,0,0,1,0,0,0,55,1,0,2,0.0,0.0,0.0,0,0,40,48,83.3,4,40,1,0,0,Arsenal
Ben White,4.0,eng ENG,CB,24-197,90,0,0,0,0,0,0,0,0,72,2,0,1,0.0,0.0,0.0,0,0,54,62,87.1,3,41,0,0,0,Arsenal
Cédric Soares,17.0,pt POR,"RB,WB",30-235,89,0,0,0,0,0,0,0,0,76,0,1,1,0.0,0.0,0.0,0,0,54,68,79.4,4,42,0,2,2,Arsenal
Takehiro Tomiyasu,18.0,jp JPN,WB,23-169,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,5,1,0,0,Arsenal
Aaron Ramsdale,32.0,eng ENG,GK,23-344,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,27,48,56.3,0,30,0,0,0,Arsenal
14 Players,,,,,990,3,1,1,1,13,6,3,0,633,10,7,7,2.7,1.9,0.8,24,5,451,538,83.8,46,395,11,9,4,Arsenal
