Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Harry Kane,10.0,eng ENG,FW,29-261,90,0,0,0,0,6,2,0,0,37,0,0,0,0.9,0.9,0.1,5,0,17,24,70.8,3,21,2,2,0,Tottenham Hotspur
Son Heung-min,7.0,kr KOR,"AM,LW",30-281,90,1,0,0,0,4,3,0,0,37,0,0,0,0.6,0.6,0.4,7,0,25,29,86.2,3,21,3,2,1,Tottenham Hotspur
Dejan Kulusevski,21.0,se SWE,AM,22-355,90,0,0,0,0,4,0,0,0,42,3,2,0,0.2,0.2,0.1,4,0,28,29,96.6,4,17,2,4,0,Tottenham Hotspur
Oliver Skipp,4.0,eng ENG,"CM,DM",22-211,76,0,0,0,0,1,1,0,0,32,1,1,2,0.0,0.0,0.1,2,0,26,28,92.9,2,15,1,1,1,Tottenham Hotspur
Richarlison,9.0,br BRA,DM,25-340,14,0,0,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.0,1,0,4,7,57.1,0,3,1,0,0,Tottenham Hotspur
Pierre Højbjerg,5.0,dk DEN,"CM,DM",27-253,90,0,0,0,0,1,0,0,0,87,2,1,1,0.0,0.0,0.2,7,0,69,78,88.5,9,40,1,1,1,Tottenham Hotspur
Ivan Perišić,14.0,hr CRO,"WB,LB",34-072,90,0,1,0,0,3,0,1,0,79,0,0,1,0.2,0.2,0.5,4,1,37,68,54.4,1,35,6,5,4,Tottenham Hotspur
Pedro Porro,23.0,es ESP,"WB,RB",23-214,90,0,0,0,0,1,0,0,0,67,4,3,0,0.0,0.0,0.3,5,0,35,55,63.6,2,33,5,6,2,Tottenham Hotspur
Clément Lenglet,34.0,fr FRA,CB,27-302,34,0,0,0,0,0,0,0,0,28,1,1,0,0.0,0.0,0.0,2,1,19,24,79.2,1,13,0,0,0,Tottenham Hotspur
Davinson Sánchez,6.0,co COL,CB,26-307,23,0,0,0,0,0,0,0,0,21,2,0,0,0.0,0.0,0.0,0,0,16,18,88.9,4,13,0,0,0,Tottenham Hotspur
Arnaut Danjuma,16.0,nl NED,RW,26-074,33,1,0,0,0,3,2,0,0,17,1,0,0,0.2,0.2,0.0,1,0,6,12,50.0,0,10,2,1,1,Tottenham Hotspur
Eric Dier,15.0,eng ENG,CB,29-090,90,0,0,0,0,0,0,0,0,76,2,1,0,0.0,0.0,0.0,1,0,61,70,87.1,2,43,0,0,0,Tottenham Hotspur
Cristian Romero,17.0,ar ARG,CB,24-353,90,0,0,0,0,0,0,0,0,92,1,2,3,0.0,0.0,0.0,1,0,66,83,79.5,9,51,1,0,0,Tottenham Hotspur
Hugo Lloris,1.0,fr FRA,GK,36-110,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,12,18,66.7,0,11,0,0,0,Tottenham Hotspur
14 Players,,,,,990,2,1,0,0,24,8,1,0,643,17,11,7,2.2,2.2,1.8,40,2,421,543,77.5,40,326,24,22,10,Tottenham Hotspur
