Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Ivan Toney,17.0,eng ENG,FW,26-157,90,1,0,0,0,2,1,0,0,31,1,1,2,1.0,1.0,0.1,2,0,14,17,82.4,1,15,0,3,2,Brentford
Yoane Wissa,11.0,cd COD,LW,25-351,82,0,1,0,0,1,1,0,0,27,0,0,1,0.1,0.1,0.9,1,0,13,18,72.2,1,16,1,1,0,Brentford
Saman Ghoddos,14.0,ir IRN,LW,28-348,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,Brentford
Bryan Mbeumo,19.0,cm CMR,"RW,RM",23-013,90,0,0,0,0,3,1,0,0,37,1,0,0,0.2,0.2,0.3,5,1,18,30,60.0,4,17,0,2,2,Brentford
Mathias Jensen,8.0,dk DEN,LM,26-231,59,0,1,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.2,3,1,22,29,75.9,0,15,0,1,0,Brentford
Vitaly Janelt,27.0,de GER,CB,24-102,31,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,0,0,16,18,88.9,0,9,0,0,0,Brentford
Christian Nørgaard,6.0,dk DEN,CM,28-163,90,1,0,0,0,2,2,0,0,56,2,2,1,0.2,0.2,0.0,3,1,32,44,72.7,2,24,0,3,1,Brentford
Josh Dasilva,10.0,eng ENG,"RM,CM",23-301,73,0,0,0,0,0,0,1,0,34,1,0,0,0.0,0.0,0.0,4,1,27,30,90.0,4,26,2,2,1,Brentford
Shandon Baptiste,26.0,gd GRN,CM,24-134,17,0,0,0,0,1,0,0,0,11,1,1,0,0.1,0.1,0.1,2,0,5,5,100.0,2,4,0,0,0,Brentford
Rico Henry,3.0,jm JAM,"LB,LM",25-043,90,0,0,0,0,1,0,0,0,58,2,0,2,0.1,0.1,0.0,0,0,33,48,68.8,3,29,1,1,1,Brentford
Ben Mee,16.0,eng ENG,CB,32-333,90,0,0,0,0,2,0,1,0,83,1,1,1,0.1,0.1,0.0,2,0,56,75,74.7,5,42,0,0,0,Brentford
Pontus Jansson,18.0,se SWE,CB,31-188,90,0,0,0,0,0,0,0,0,63,0,1,3,0.0,0.0,0.0,0,0,46,57,80.7,2,34,0,0,0,Brentford
Aaron Hickey,2.0,sct SCO,RB,20-071,58,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,0,17,19,89.5,0,11,0,0,0,Brentford
Keane Lewis-Potter,23.0,eng ENG,RW,21-179,32,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.1,1,0,4,9,44.4,1,5,1,2,1,Brentford
David Raya,1.0,es ESP,GK,26-339,90,0,0,0,0,0,0,0,0,72,0,0,0,0.0,0.0,0.0,0,0,44,68,64.7,0,46,0,0,0,Brentford
15 Players,,,,,990,2,2,0,0,13,5,2,0,561,12,6,11,1.8,1.8,1.6,24,4,347,469,74.0,25,293,5,15,8,Brentford
