Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Anthony Martial,9.0,fr FRA,FW,27-026,80,0,0,0,0,2,0,0,0,30,0,1,0,0.6,0.6,0.1,1,0,19,23,82.6,1,21,0,1,0,Manchester United
Donny van de Beek,34.0,nl NED,FW,25-257,10,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,4,6,66.7,1,4,1,1,0,Manchester United
Alejandro Garnacho,49.0,ar ARG,LW,18-183,45,0,0,0,0,2,1,0,0,23,0,1,1,0.3,0.3,0.0,1,0,10,13,76.9,1,16,5,3,0,Manchester United
Marcus Rashford,10.0,eng ENG,LW,25-061,45,1,0,0,0,2,2,1,0,22,0,1,1,0.3,0.3,0.0,2,1,13,14,92.9,1,14,0,4,1,Manchester United
Antony,21.0,br BRA,RW,22-310,89,0,0,0,0,5,2,0,0,62,3,1,0,0.4,0.4,0.0,3,0,31,46,67.4,3,42,4,3,1,Manchester United
Anthony Elanga,36.0,se SWE,RW,20-248,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,Manchester United
Bruno Fernandes,8.0,pt POR,AM,28-114,89,0,1,0,0,3,1,0,0,67,3,1,2,0.3,0.3,0.3,7,1,44,54,81.5,13,42,0,1,0,Manchester United
Harry Maguire,5.0,eng ENG,AM,29-301,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Manchester United
Casemiro,18.0,br BRA,DM,30-311,90,0,0,0,0,2,0,1,0,72,4,1,2,0.1,0.1,0.0,3,0,45,58,77.6,5,34,0,1,0,Manchester United
Christian Eriksen,14.0,dk DEN,DM,30-320,60,0,0,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.0,2,0,35,43,81.4,6,31,1,0,0,Manchester United
Fred,17.0,br BRA,DM,29-301,30,0,0,0,0,0,0,1,0,32,2,0,0,0.0,0.0,0.0,0,0,22,27,81.5,1,19,0,2,1,Manchester United
Tyrell Malacia,12.0,nl NED,LB,23-136,90,0,0,0,0,0,0,0,0,74,2,2,0,0.0,0.0,0.1,1,0,52,61,85.2,7,38,0,1,0,Manchester United
Luke Shaw,23.0,eng ENG,CB,27-172,90,0,0,0,0,0,0,0,0,80,1,2,1,0.0,0.0,0.0,1,0,58,69,84.1,6,51,2,0,0,Manchester United
Raphaël Varane,19.0,fr FRA,CB,29-250,90,0,0,0,0,0,0,0,0,58,0,0,3,0.0,0.0,0.0,0,0,36,43,83.7,3,28,1,2,1,Manchester United
Aaron Wan-Bissaka,29.0,cd COD,RB,25-035,90,0,0,0,0,0,0,0,0,51,1,4,1,0.0,0.0,0.1,2,0,35,43,81.4,4,28,2,0,0,Manchester United
David de Gea,1.0,es ESP,GK,32-054,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,14,21,66.7,0,15,0,0,0,Manchester United
16 Players,,,,,990,1,1,0,0,16,6,3,0,650,17,15,11,2.0,2.0,0.8,24,2,419,522,80.3,52,383,16,19,4,Manchester United
