Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Joe Gelhardt,30.0,eng ENG,FW,20-018,70,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,14,1,2,1,Leeds United
Pascal Struijk,21.0,nl NED,CB,22-284,20,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,1,0,6,6,100.0,2,6,1,0,0,Leeds United
Rodrigo,19.0,es ESP,FW,31-077,90,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.0,3,0,21,34,61.8,0,25,2,0,0,Leeds United
Jack Harrison,22.0,eng ENG,"LM,LW",25-183,90,1,0,0,0,3,2,0,0,41,2,0,1,0.1,0.1,0.0,3,1,21,32,65.6,6,24,6,4,3,Leeds United
Kalvin Phillips,23.0,eng ENG,CM,26-171,90,0,0,0,0,0,0,1,0,85,2,3,3,0.0,0.0,0.0,2,0,59,71,83.1,12,50,0,2,2,Leeds United
Sam Greenwood,42.0,eng ENG,CM,20-116,84,0,0,0,0,2,0,0,0,47,2,1,1,0.1,0.1,0.0,0,0,26,39,66.7,2,25,1,1,0,Leeds United
Mateusz Klich,43.0,pl POL,CM,31-343,6,0,0,0,0,2,1,0,0,14,0,0,0,0.1,0.1,0.0,2,0,12,12,100.0,1,12,1,1,1,Leeds United
Raphinha,10.0,br BRA,"RM,RW",25-159,90,1,0,1,1,4,1,0,0,66,1,1,0,0.9,0.1,0.2,7,2,34,51,66.7,3,37,1,2,0,Leeds United
Junior Firpo,3.0,do DOM,"LB,LM",25-273,90,0,0,0,0,1,0,0,0,46,1,3,1,0.0,0.0,0.0,0,0,32,40,80.0,2,35,1,1,1,Leeds United
Liam Cooper,6.0,sct SCO,CB,30-265,90,0,0,0,0,0,0,0,0,50,1,2,0,0.0,0.0,0.0,1,0,32,44,72.7,2,25,0,0,0,Leeds United
Diego Llorente,14.0,es ESP,CB,28-279,90,0,0,0,0,0,0,0,0,53,0,2,1,0.0,0.0,0.0,0,0,41,50,82.0,6,36,0,0,0,Leeds United
Robin Koch,5.0,de GER,"RB,RM",25-309,90,0,0,0,0,0,0,0,0,68,1,2,1,0.0,0.0,0.0,4,0,39,57,68.4,6,33,0,1,0,Leeds United
Illan Meslier,1.0,fr FRA,GK,22-081,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,18,35,51.4,0,19,0,0,0,Leeds United
13 Players,,,,,990,2,0,1,1,13,5,1,0,565,10,14,8,1.3,0.5,0.3,23,3,347,479,72.4,42,341,14,14,8,Leeds United
