Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Aleksandar Mitrović,9.0,rs SRB,FW,28-140,89,0,0,0,0,1,1,0,0,38,0,1,0,0.0,0.0,0.0,2,0,13,27,48.1,3,25,1,1,1,Fulham
Carlos Vinícius,30.0,br BRA,FW,27-315,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,Fulham
Willian,20.0,br BRA,LW,34-178,74,0,0,0,0,1,1,0,0,27,3,0,0,0.1,0.1,0.2,5,0,12,15,80.0,2,19,3,7,6,Fulham
Harry Wilson,8.0,wls WAL,RW,25-318,16,0,0,0,0,0,0,1,0,12,4,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,6,0,0,0,Fulham
Bobby De Cordova-Reid,14.0,jm JAM,RW,30-001,74,0,0,0,0,2,1,1,0,44,1,0,0,0.2,0.2,0.0,0,0,23,32,71.9,3,35,3,6,2,Fulham
Manor Solomon,11.0,il ISR,LW,23-194,16,0,0,0,0,0,0,0,0,6,1,1,0,0.0,0.0,0.0,1,0,3,3,100.0,0,5,0,2,1,Fulham
Andreas Pereira,18.0,br BRA,AM,27-033,89,0,0,0,0,2,1,1,0,33,0,0,1,0.2,0.2,0.0,0,0,17,27,63.0,3,17,1,2,0,Fulham
Layvin Kurzawa,3.0,fr FRA,AM,30-152,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Fulham
João Palhinha,26.0,pt POR,DM,27-209,90,0,0,0,0,3,0,1,0,40,4,4,0,0.1,0.1,0.2,3,0,16,23,69.6,6,18,0,3,1,Fulham
Harrison Reed,6.0,eng ENG,DM,28-007,89,0,0,0,0,0,0,0,0,47,0,1,1,0.0,0.0,0.0,2,0,23,35,65.7,2,21,2,1,1,Fulham
Tom Cairney,10.0,sct SCO,DM,32-014,1,0,0,0,0,1,0,0,0,3,1,0,0,0.0,0.0,0.0,1,0,0,1,0.0,0,0,0,0,0,Fulham
Antonee Robinson,33.0,us USA,LB,25-179,90,0,0,0,0,0,0,0,0,37,2,5,0,0.0,0.0,0.0,0,0,17,27,63.0,1,19,1,2,0,Fulham
Tim Ream,13.0,us USA,CB,35-121,90,0,0,0,0,0,0,0,0,49,1,3,2,0.0,0.0,0.0,0,0,31,38,81.6,4,25,0,0,0,Fulham
Issa Diop,31.0,fr FRA,CB,26-025,90,0,0,0,0,0,0,0,0,48,1,1,2,0.0,0.0,0.0,0,0,26,36,72.2,1,23,0,0,0,Fulham
Kenny Tete,2.0,nl NED,RB,27-117,90,0,0,0,0,0,0,0,0,61,1,3,0,0.0,0.0,0.1,2,0,31,50,62.0,2,28,3,2,2,Fulham
Bernd Leno,17.0,de GER,GK,30-336,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,30,37,81.1,0,24,0,0,0,Fulham
16 Players,,,,,990,0,0,0,0,10,4,4,0,487,19,19,6,0.6,0.6,0.5,16,0,249,359,69.4,29,266,14,26,14,Fulham
